factor_name,group,subgroup,short_description,doc_id
CostG_GAAPGr%PQTTM,Financials,Income Statement,"Cost of Goods Sold GAAP, Trailing Twelve Months Growth 1Q Ago",949
CostG_GAAPGr%PYQ,Financials,Income Statement,"Cost of Goods Sold GAAP, Q vs 1 year ago Q Growth",949
CostG_GAAPGr%TTM,Financials,Income Statement,"Cost of Goods Sold GAAP, Trailing Twelve Months Growth",949
CostG_GAAPPQ,Financials,Income Statement,"Cost of Goods Sold GAAP, Previous Quarter",949
CostG_GAAPPSA,Financials,Income Statement,"Cost of Goods Sold GAAP, Annual Per Share",949
CostG_GAAPPSQ,Financials,Income Statement,"Cost of Goods Sold GAAP, Quarterly Per Share",949
CostG_GAAPPTM,Financials,Income Statement,"Cost of Goods Sold GAAP, Previous Trailing 12 Months",949
CostG_GAAPPY,Financials,Income Statement,"Cost of Goods Sold GAAP, Previous Year",949
CostG_GAAPPYQ,Financials,Income Statement,"Cost of Goods Sold GAAP, Previous Quarter 1 Year Ago",949
CostG_GAAPQ,Financials,Income Statement,"Cost of Goods Sold GAAP, Latest Quarter",949
CostG_GAAPRegEstANN,Financials,Income Statement,"Cost of Goods Sold GAAP, Ten Year Regression Estimate",949
CostG_GAAPRegEstTTM,Financials,Income Statement,"Cost of Goods Sold GAAP, Five Year Regression Estimate",949
CostG_GAAPRegGr%ANN,Financials,Income Statement,"Cost of Goods Sold GAAP, Ten Year Regression Estimate",949
CostG_GAAPRegGr%TTM,Financials,Income Statement,"Cost of Goods Sold GAAP, Five Year Regression Growth",949
CostG_GAAPRSD%ANN,Financials,Income Statement,"Cost of Goods Sold GAAP, Ten Year Relative Standard Deviation",949
CostG_GAAPRSD%TTM,Financials,Income Statement,"Cost of Goods Sold GAAP, Five Year Relative Standard Deviation",949
CostG_GAAPTTM,Financials,Income Statement,"Cost of Goods Sold GAAP, Trailing 12 Months",949
CostG3YAvg,Financials,Income Statement,"Cost of Goods Sold, Three Year Average",949
CostG5YAvg,Financials,Income Statement,"Cost of Goods Sold, Five Year Average",949
CostGA,Financials,Income Statement,"Cost of Goods Sold, Latest Year",949
CostGGr%10Y,Financials,Income Statement,"Cost of Goods Sold, Ten Year Annualized Growth",949
CostGGr%3Y,Financials,Income Statement,"Cost of Goods Sold, Three Year Annualized Growth",949
CostGGr%5Y,Financials,Income Statement,"Cost of Goods Sold, Five Year Annualized Growth",949
CostGGr%A,Financials,Income Statement,"Cost of Goods Sold, Growth Annual",949
CostGGr%PQ,Financials,Income Statement,"Cost of Goods Sold, Q vs Previous Q Growth",949
CostGGr%PQTTM,Financials,Income Statement,"Cost of Goods Sold, Trailing Twelve Months Growth 1Q Ago",949
CostGGr%PYQ,Financials,Income Statement,"Cost of Goods Sold, Q vs 1 year ago Q Growth",949
CostGGr%TTM,Financials,Income Statement,"Cost of Goods Sold, Trailing Twelve Months Growth",949
CostGPQ,Financials,Income Statement,"Cost of Goods Sold, Previous Quarter",949
CostGPSA,Financials,Income Statement,"Cost of Goods Sold, Annual Per Share",949
CostGPSQ,Financials,Income Statement,"Cost of Goods Sold, Quarterly Per Share",949
CostGPTM,Financials,Income Statement,"Cost of Goods Sold, Previous Trailing 12 Months",949
CostGPY,Financials,Income Statement,"Cost of Goods Sold, Previous Year",949
CostGPYQ,Financials,Income Statement,"Cost of Goods Sold, Previous Quarter 1 Year Ago",949
CostGQ,Financials,Income Statement,"Cost of Goods Sold, Latest Quarter",949
CostGRegEstANN,Financials,Income Statement,"Cost of Goods Sold, Ten Year Regression Estimate",949
CostGRegEstTTM,Financials,Income Statement,"Cost of Goods Sold, Five Year Regression Estimate",949
CostGRegGr%ANN,Financials,Income Statement,"Cost of Goods Sold, Ten Year Regression Estimate",949
CostGRegGr%TTM,Financials,Income Statement,"Cost of Goods Sold, Five Year Regression Growth",949
CostGRSD%ANN,Financials,Income Statement,"Cost of Goods Sold, Ten Year Relative Standard Deviation",949
CostGRSD%TTM,Financials,Income Statement,"Cost of Goods Sold, Five Year Relative Standard Deviation",949
CostGTTM,Financials,Income Statement,"Cost of Goods Sold, Trailing 12 Months",949
DepAmort%SalesA,Financials,Income Statement,"Depreciation and Amortization, % of Annual Sales",950
DepAmort%SalesQ,Financials,Income Statement,"Depreciation and Amortization, % of Quarterly Sales",950
DepAmort3YAvg,Financials,Income Statement,"Depreciation and Amortization, Three Year Average",950
DepAmort5YAvg,Financials,Income Statement,"Depreciation and Amortization, Five Year Average",950
DepAmortA,Financials,Income Statement,"Depreciation and Amortization, Latest Year",950
DepAmortGr%10Y,Financials,Income Statement,"Depreciation and Amortization, Ten Year Annualized Growth",950
DepAmortGr%3Y,Financials,Income Statement,"Depreciation and Amortization, Three Year Annualized Growth",950
DepAmortGr%5Y,Financials,Income Statement,"Depreciation and Amortization, Five Year Annualized Growth",950
DepAmortGr%A,Financials,Income Statement,"Depreciation and Amortization, Growth Annual",950
DepAmortGr%PQ,Financials,Income Statement,"Depreciation and Amortization, Q vs Previous Q Growth",950
DepAmortGr%PQTTM,Financials,Income Statement,"Depreciation and Amortization, Trailing Twelve Months Growth 1Q Ago",950
DepAmortGr%PYQ,Financials,Income Statement,"Depreciation and Amortization, Q vs 1 year ago Q Growth",950
DepAmortGr%TTM,Financials,Income Statement,"Depreciation and Amortization, Trailing Twelve Months Growth",950
DepAmortPQ,Financials,Income Statement,"Depreciation and Amortization, Previous Quarter",950
DepAmortPSA,Financials,Income Statement,"Depreciation and Amortization, Annual Per Share",950
DepAmortPSQ,Financials,Income Statement,"Depreciation and Amortization, Quarterly Per Share",950
DepAmortPTM,Financials,Income Statement,"Depreciation and Amortization, Previous Trailing 12 Months",950
DepAmortPY,Financials,Income Statement,"Depreciation and Amortization, Previous Year",950
DepAmortPYQ,Financials,Income Statement,"Depreciation and Amortization, Previous Quarter 1 Year Ago",950
DepAmortQ,Financials,Income Statement,"Depreciation and Amortization, Latest Quarter",950
DepAmortRegEstANN,Financials,Income Statement,"Depreciation and Amortization, Ten Year Regression Estimate",950
DepAmortRegEstTTM,Financials,Income Statement,"Depreciation and Amortization, Five Year Regression Estimate",950
DepAmortRegGr%ANN,Financials,Income Statement,"Depreciation and Amortization, Ten Year Regression Estimate",950
DepAmortRegGr%TTM,Financials,Income Statement,"Depreciation and Amortization, Five Year Regression Growth",950
DepAmortRSD%ANN,Financials,Income Statement,"Depreciation and Amortization, Ten Year Relative Standard Deviation",950
DepAmortRSD%TTM,Financials,Income Statement,"Depreciation and Amortization, Five Year Relative Standard Deviation",950
DepAmortTTM,Financials,Income Statement,"Depreciation and Amortization, Trailing 12 Months",950
EBIT%SalesA,Financials,Income Statement,"Earnings Before Interest and Taxes (EBIT), % of Annual Sales",956
EBIT%SalesQ,Financials,Income Statement,"Earnings Before Interest and Taxes (EBIT), % of Quarterly Sales",956
EBIT3YAvg,Financials,Income Statement,"Earnings Before Interest and Taxes (EBIT), Three Year Average",956
EBIT5YAvg,Financials,Income Statement,"Earnings Before Interest and Taxes (EBIT), Five Year Average",956
EBITA,Financials,Income Statement,"Earnings Before Interest and Taxes (EBIT), Latest Year",956
EBITDA%SalesA,Financials,Income Statement,"Earnings Before Interest, Taxes, Dep and Amort (EBITDA), % of Annual Sales",957
EBITDA%SalesQ,Financials,Income Statement,"Earnings Before Interest, Taxes, Dep and Amort (EBITDA), % of Quarterly Sales",957
EBITDA3YAvg,Financials,Income Statement,"Earnings Before Interest, Taxes, Dep and Amort (EBITDA), Three Year Average",957
EBITDA5YAvg,Financials,Income Statement,"Earnings Before Interest, Taxes, Dep and Amort (EBITDA), Five Year Average",957
EBITDAA,Financials,Income Statement,"Earnings Before Interest, Taxes, Dep and Amort (EBITDA), Latest Year",957
EBITDAGr%10Y,Financials,Income Statement,"Earnings Before Interest, Taxes, Dep and Amort (EBITDA), Ten Year Annualized Growth",957
EBITDAGr%3Y,Financials,Income Statement,"Earnings Before Interest, Taxes, Dep and Amort (EBITDA), Three Year Annualized Growth",957
EBITDAGr%5Y,Financials,Income Statement,"Earnings Before Interest, Taxes, Dep and Amort (EBITDA), Five Year Annualized Growth",957
EBITDAGr%A,Financials,Income Statement,"Earnings Before Interest, Taxes, Dep and Amort (EBITDA), Growth Annual",957
EBITDAGr%PQ,Financials,Income Statement,"Earnings Before Interest, Taxes, Dep and Amort (EBITDA), Q vs Previous Q Growth",957
EBITDAGr%PQTTM,Financials,Income Statement,"Earnings Before Interest, Taxes, Dep and Amort (EBITDA), Trailing Twelve Months Growth 1Q Ago",957
EBITDAGr%PYQ,Financials,Income Statement,"Earnings Before Interest, Taxes, Dep and Amort (EBITDA), Q vs 1 year ago Q Growth",957
EBITDAGr%TTM,Financials,Income Statement,"Earnings Before Interest, Taxes, Dep and Amort (EBITDA), Trailing Twelve Months Growth",957
EBITDAPQ,Financials,Income Statement,"Earnings Before Interest, Taxes, Dep and Amort (EBITDA), Previous Quarter",957
EBITDAPSA,Financials,Income Statement,"Earnings Before Interest, Taxes, Dep and Amort (EBITDA), Annual Per Share",957
EBITDAPSQ,Financials,Income Statement,"Earnings Before Interest, Taxes, Dep and Amort (EBITDA), Quarterly Per Share",957
EBITDAPTM,Financials,Income Statement,"Earnings Before Interest, Taxes, Dep and Amort (EBITDA), Previous Trailing 12 Months",957
EBITDAPY,Financials,Income Statement,"Earnings Before Interest, Taxes, Dep and Amort (EBITDA), Previous Year",957
EBITDAPYQ,Financials,Income Statement,"Earnings Before Interest, Taxes, Dep and Amort (EBITDA), Previous Quarter 1 Year Ago",957
EBITDAQ,Financials,Income Statement,"Earnings Before Interest, Taxes, Dep and Amort (EBITDA), Latest Quarter",957
EBITDARegEstANN,Financials,Income Statement,"Earnings Before Interest, Taxes, Dep and Amort (EBITDA), Ten Year Regression Estimate",957
EBITDARegEstTTM,Financials,Income Statement,"Earnings Before Interest, Taxes, Dep and Amort (EBITDA), Five Year Regression Estimate",957
EBITDARegGr%ANN,Financials,Income Statement,"Earnings Before Interest, Taxes, Dep and Amort (EBITDA), Ten Year Regression Estimate",957
EBITDARegGr%TTM,Financials,Income Statement,"Earnings Before Interest, Taxes, Dep and Amort (EBITDA), Five Year Regression Growth",957
EBITDARSD%ANN,Financials,Income Statement,"Earnings Before Interest, Taxes, Dep and Amort (EBITDA), Ten Year Relative Standard Deviation",957
EBITDARSD%TTM,Financials,Income Statement,"Earnings Before Interest, Taxes, Dep and Amort (EBITDA), Five Year Relative Standard Deviation",957
EBITDATTM,Financials,Income Statement,"Earnings Before Interest, Taxes, Dep and Amort (EBITDA), Trailing 12 Months",957
EBITGr%10Y,Financials,Income Statement,"Earnings Before Interest and Taxes (EBIT), Ten Year Annualized Growth",956
EBITGr%3Y,Financials,Income Statement,"Earnings Before Interest and Taxes (EBIT), Three Year Annualized Growth",956
EBITGr%5Y,Financials,Income Statement,"Earnings Before Interest and Taxes (EBIT), Five Year Annualized Growth",956
EBITGr%A,Financials,Income Statement,"Earnings Before Interest and Taxes (EBIT), Growth Annual",956
EBITGr%PQ,Financials,Income Statement,"Earnings Before Interest and Taxes (EBIT), Q vs Previous Q Growth",956
EBITGr%PQTTM,Financials,Income Statement,"Earnings Before Interest and Taxes (EBIT), Trailing Twelve Months Growth 1Q Ago",956
EBITGr%PYQ,Financials,Income Statement,"Earnings Before Interest and Taxes (EBIT), Q vs 1 year ago Q Growth",956
EBITGr%TTM,Financials,Income Statement,"Earnings Before Interest and Taxes (EBIT), Trailing Twelve Months Growth",956
EBITPQ,Financials,Income Statement,"Earnings Before Interest and Taxes (EBIT), Previous Quarter",956
EBITPSA,Financials,Income Statement,"Earnings Before Interest and Taxes (EBIT), Annual Per Share",956
EBITPSQ,Financials,Income Statement,"Earnings Before Interest and Taxes (EBIT), Quarterly Per Share",956
EBITPTM,Financials,Income Statement,"Earnings Before Interest and Taxes (EBIT), Previous Trailing 12 Months",956
EBITPY,Financials,Income Statement,"Earnings Before Interest and Taxes (EBIT), Previous Year",956
EBITPYQ,Financials,Income Statement,"Earnings Before Interest and Taxes (EBIT), Previous Quarter 1 Year Ago",956
EBITQ,Financials,Income Statement,"Earnings Before Interest and Taxes (EBIT), Latest Quarter",956
EBITRegEstANN,Financials,Income Statement,"Earnings Before Interest and Taxes (EBIT), Ten Year Regression Estimate",956
EBITRegEstTTM,Financials,Income Statement,"Earnings Before Interest and Taxes (EBIT), Five Year Regression Estimate",956
EBITRegGr%ANN,Financials,Income Statement,"Earnings Before Interest and Taxes (EBIT), Ten Year Regression Estimate",956
EBITRegGr%TTM,Financials,Income Statement,"Earnings Before Interest and Taxes (EBIT), Five Year Regression Growth",956
EBITRSD%ANN,Financials,Income Statement,"Earnings Before Interest and Taxes (EBIT), Ten Year Relative Standard Deviation",956
EBITRSD%TTM,Financials,Income Statement,"Earnings Before Interest and Taxes (EBIT), Five Year Relative Standard Deviation",956
EBITTTM,Financials,Income Statement,"Earnings Before Interest and Taxes (EBIT), Trailing 12 Months",956
ExpNonOp%SalesA,Financials,Income Statement,"Non-Operating Expenses, % of Annual Sales",955
ExpNonOp%SalesQ,Financials,Income Statement,"Non-Operating Expenses, % of Quarterly Sales",955
ExpNonOp3YAvg,Financials,Income Statement,"Non-Operating Expenses, Three Year Average",955
ExpNonOp5YAvg,Financials,Income Statement,"Non-Operating Expenses, Five Year Average",955
ExpNonOpA,Financials,Income Statement,"Non-Operating Expenses, Latest Year",955
ExpNonOpGr%10Y,Financials,Income Statement,"Non-Operating Expenses, Ten Year Annualized Growth",955
ExpNonOpGr%3Y,Financials,Income Statement,"Non-Operating Expenses, Three Year Annualized Growth",955
ExpNonOpGr%5Y,Financials,Income Statement,"Non-Operating Expenses, Five Year Annualized Growth",955
ExpNonOpGr%A,Financials,Income Statement,"Non-Operating Expenses, Growth Annual",955
ExpNonOpGr%PQ,Financials,Income Statement,"Non-Operating Expenses, Q vs Previous Q Growth",955
ExpNonOpGr%PQTTM,Financials,Income Statement,"Non-Operating Expenses, Trailing Twelve Months Growth 1Q Ago",955
ExpNonOpGr%PYQ,Financials,Income Statement,"Non-Operating Expenses, Q vs 1 year ago Q Growth",955
ExpNonOpGr%TTM,Financials,Income Statement,"Non-Operating Expenses, Trailing Twelve Months Growth",955
ExpNonOpPQ,Financials,Income Statement,"Non-Operating Expenses, Previous Quarter",955
ExpNonOpPSA,Financials,Income Statement,"Non-Operating Expenses, Annual Per Share",955
ExpNonOpPSQ,Financials,Income Statement,"Non-Operating Expenses, Quarterly Per Share",955
ExpNonOpPTM,Financials,Income Statement,"Non-Operating Expenses, Previous Trailing 12 Months",955
ExpNonOpPY,Financials,Income Statement,"Non-Operating Expenses, Previous Year",955
ExpNonOpPYQ,Financials,Income Statement,"Non-Operating Expenses, Previous Quarter 1 Year Ago",955
ExpNonOpQ,Financials,Income Statement,"Non-Operating Expenses, Latest Quarter",955
ExpNonOpRegEstANN,Financials,Income Statement,"Non-Operating Expenses, Ten Year Regression Estimate",955
ExpNonOpRegEstTTM,Financials,Income Statement,"Non-Operating Expenses, Five Year Regression Estimate",955
ExpNonOpRegGr%ANN,Financials,Income Statement,"Non-Operating Expenses, Ten Year Regression Estimate",955
ExpNonOpRegGr%TTM,Financials,Income Statement,"Non-Operating Expenses, Five Year Regression Growth",955
ExpNonOpRSD%ANN,Financials,Income Statement,"Non-Operating Expenses, Ten Year Relative Standard Deviation",955
ExpNonOpRSD%TTM,Financials,Income Statement,"Non-Operating Expenses, Five Year Relative Standard Deviation",955
ExpNonOpTTM,Financials,Income Statement,"Non-Operating Expenses, Trailing 12 Months",955
FundsFromOp%AssetsA,Financials,Income Statement,"Funds From Operations (FFO), % of Annual Assets",1196
FundsFromOp%AssetsQ,Financials,Income Statement,"Funds From Operations (FFO), % of Quarterly Assets",1196
FundsFromOp%SalesA,Financials,Income Statement,"Funds From Operations (FFO), % of Annual Sales",1196
FundsFromOp%SalesQ,Financials,Income Statement,"Funds From Operations (FFO), % of Quarterly Sales",1196
FundsFromOp3YAvg,Financials,Income Statement,"Funds From Operations (FFO), Three Year Average",1196
FundsFromOp5YAvg,Financials,Income Statement,"Funds From Operations (FFO), Five Year Average",1196
FundsFromOpA,Financials,Income Statement,"Funds From Operations (FFO), Latest Year",1196
FundsFromOpGr%10Y,Financials,Income Statement,"Funds From Operations (FFO), Ten Year Annualized Growth",1196
FundsFromOpGr%3Y,Financials,Income Statement,"Funds From Operations (FFO), Three Year Annualized Growth",1196
FundsFromOpGr%5Y,Financials,Income Statement,"Funds From Operations (FFO), Five Year Annualized Growth",1196
FundsFromOpGr%A,Financials,Income Statement,"Funds From Operations (FFO), Growth Annual",1196
FundsFromOpGr%PQ,Financials,Income Statement,"Funds From Operations (FFO), Q vs Previous Q Growth",1196
FundsFromOpGr%PQTTM,Financials,Income Statement,"Funds From Operations (FFO), Trailing Twelve Months Growth 1Q Ago",1196
FundsFromOpGr%PYQ,Financials,Income Statement,"Funds From Operations (FFO), Q vs 1 year ago Q Growth",1196
FundsFromOpGr%TTM,Financials,Income Statement,"Funds From Operations (FFO), Trailing Twelve Months Growth",1196
FundsFromOpPQ,Financials,Income Statement,"Funds From Operations (FFO), Previous Quarter",1196
FundsFromOpPSA,Financials,Income Statement,"Funds From Operations (FFO), Annual Per Share",1196
FundsFromOpPSQ,Financials,Income Statement,"Funds From Operations (FFO), Quarterly Per Share",1196
FundsFromOpPTM,Financials,Income Statement,"Funds From Operations (FFO), Previous Trailing 12 Months",1196
FundsFromOpPY,Financials,Income Statement,"Funds From Operations (FFO), Previous Year",1196
FundsFromOpPYQ,Financials,Income Statement,"Funds From Operations (FFO), Previous Quarter 1 Year Ago",1196
FundsFromOpQ,Financials,Income Statement,"Funds From Operations (FFO), Latest Quarter",1196
FundsFromOpRegEstANN,Financials,Income Statement,"Funds From Operations (FFO), Ten Year Regression Estimate",1196
FundsFromOpRegEstTTM,Financials,Income Statement,"Funds From Operations (FFO), Five Year Regression Estimate",1196
FundsFromOpRegGr%ANN,Financials,Income Statement,"Funds From Operations (FFO), Ten Year Regression Estimate",1196
FundsFromOpRegGr%TTM,Financials,Income Statement,"Funds From Operations (FFO), Five Year Regression Growth",1196
FundsFromOpRSD%ANN,Financials,Income Statement,"Funds From Operations (FFO), Ten Year Relative Standard Deviation",1196
FundsFromOpRSD%TTM,Financials,Income Statement,"Funds From Operations (FFO), Five Year Relative Standard Deviation",1196
FundsFromOpTTM,Financials,Income Statement,"Funds From Operations (FFO), Trailing 12 Months",1196
GrossProfit%AssetsA,Financials,Income Statement,"Gross Profit, % of Annual Assets",1063
GrossProfit%AssetsQ,Financials,Income Statement,"Gross Profit, % of Quarterly Assets",1063
GrossProfit%SalesA,Financials,Income Statement,"Gross Profit, % of Annual Sales",1063
GrossProfit%SalesQ,Financials,Income Statement,"Gross Profit, % of Quarterly Sales",1063
GrossProfit_GAAP%AssetsA,Financials,Income Statement,"Gross Profit GAAP, % of Annual Assets",1063
GrossProfit_GAAP%AssetsQ,Financials,Income Statement,"Gross Profit GAAP, % of Quarterly Assets",1063
GrossProfit_GAAP%SalesA,Financials,Income Statement,"Gross Profit GAAP, % of Annual Sales",1063
GrossProfit_GAAP%SalesQ,Financials,Income Statement,"Gross Profit GAAP, % of Quarterly Sales",1063
GrossProfit_GAAP3YAvg,Financials,Income Statement,"Gross Profit GAAP, Three Year Average",1063
GrossProfit_GAAP5YAvg,Financials,Income Statement,"Gross Profit GAAP, Five Year Average",1063
GrossProfit_GAAPA,Financials,Income Statement,"Gross Profit GAAP, Latest Year",1063
GrossProfit_GAAPGr%10Y,Financials,Income Statement,"Gross Profit GAAP, Ten Year Annualized Growth",1063
GrossProfit_GAAPGr%3Y,Financials,Income Statement,"Gross Profit GAAP, Three Year Annualized Growth",1063
GrossProfit_GAAPGr%5Y,Financials,Income Statement,"Gross Profit GAAP, Five Year Annualized Growth",1063
GrossProfit_GAAPGr%A,Financials,Income Statement,"Gross Profit GAAP, Growth Annual",1063
GrossProfit_GAAPGr%PQ,Financials,Income Statement,"Gross Profit GAAP, Q vs Previous Q Growth",1063
GrossProfit_GAAPGr%PQTTM,Financials,Income Statement,"Gross Profit GAAP, Trailing Twelve Months Growth 1Q Ago",1063
GrossProfit_GAAPGr%PYQ,Financials,Income Statement,"Gross Profit GAAP, Q vs 1 year ago Q Growth",1063
GrossProfit_GAAPGr%TTM,Financials,Income Statement,"Gross Profit GAAP, Trailing Twelve Months Growth",1063
GrossProfit_GAAPPQ,Financials,Income Statement,"Gross Profit GAAP, Previous Quarter",1063
GrossProfit_GAAPPSA,Financials,Income Statement,"Gross Profit GAAP, Annual Per Share",1063
GrossProfit_GAAPPSQ,Financials,Income Statement,"Gross Profit GAAP, Quarterly Per Share",1063
GrossProfit_GAAPPTM,Financials,Income Statement,"Gross Profit GAAP, Previous Trailing 12 Months",1063
GrossProfit_GAAPPY,Financials,Income Statement,"Gross Profit GAAP, Previous Year",1063
GrossProfit_GAAPPYQ,Financials,Income Statement,"Gross Profit GAAP, Previous Quarter 1 Year Ago",1063
GrossProfit_GAAPQ,Financials,Income Statement,"Gross Profit GAAP, Latest Quarter",1063
GrossProfit_GAAPRegEstANN,Financials,Income Statement,"Gross Profit GAAP, Ten Year Regression Estimate",1063
GrossProfit_GAAPRegEstTTM,Financials,Income Statement,"Gross Profit GAAP, Five Year Regression Estimate",1063
GrossProfit_GAAPRegGr%ANN,Financials,Income Statement,"Gross Profit GAAP, Ten Year Regression Estimate",1063
GrossProfit_GAAPRegGr%TTM,Financials,Income Statement,"Gross Profit GAAP, Five Year Regression Growth",1063
GrossProfit_GAAPRSD%ANN,Financials,Income Statement,"Gross Profit GAAP, Ten Year Relative Standard Deviation",1063
GrossProfit_GAAPRSD%TTM,Financials,Income Statement,"Gross Profit GAAP, Five Year Relative Standard Deviation",1063
GrossProfit_GAAPTTM,Financials,Income Statement,"Gross Profit GAAP, Trailing 12 Months",1063
GrossProfit3YAvg,Financials,Income Statement,"Gross Profit, Three Year Average",1063
GrossProfit5YAvg,Financials,Income Statement,"Gross Profit, Five Year Average",1063
GrossProfitA,Financials,Income Statement,"Gross Profit, Latest Year",1063
GrossProfitGr%10Y,Financials,Income Statement,"Gross Profit, Ten Year Annualized Growth",1063
GrossProfitGr%3Y,Financials,Income Statement,"Gross Profit, Three Year Annualized Growth",1063
GrossProfitGr%5Y,Financials,Income Statement,"Gross Profit, Five Year Annualized Growth",1063
GrossProfitGr%A,Financials,Income Statement,"Gross Profit, Growth Annual",1063
GrossProfitGr%PQ,Financials,Income Statement,"Gross Profit, Q vs Previous Q Growth",1063
GrossProfitGr%PQTTM,Financials,Income Statement,"Gross Profit, Trailing Twelve Months Growth 1Q Ago",1063
GrossProfitGr%PYQ,Financials,Income Statement,"Gross Profit, Q vs 1 year ago Q Growth",1063
GrossProfitGr%TTM,Financials,Income Statement,"Gross Profit, Trailing Twelve Months Growth",1063
GrossProfitPQ,Financials,Income Statement,"Gross Profit, Previous Quarter",1063
GrossProfitPSA,Financials,Income Statement,"Gross Profit, Annual Per Share",1063
GrossProfitPSQ,Financials,Income Statement,"Gross Profit, Quarterly Per Share",1063
GrossProfitPTM,Financials,Income Statement,"Gross Profit, Previous Trailing 12 Months",1063
GrossProfitPY,Financials,Income Statement,"Gross Profit, Previous Year",1063
GrossProfitPYQ,Financials,Income Statement,"Gross Profit, Previous Quarter 1 Year Ago",1063
GrossProfitQ,Financials,Income Statement,"Gross Profit, Latest Quarter",1063
GrossProfitRegEstANN,Financials,Income Statement,"Gross Profit, Ten Year Regression Estimate",1063
GrossProfitRegEstTTM,Financials,Income Statement,"Gross Profit, Five Year Regression Estimate",1063
GrossProfitRegGr%ANN,Financials,Income Statement,"Gross Profit, Ten Year Regression Estimate",1063
GrossProfitRegGr%TTM,Financials,Income Statement,"Gross Profit, Five Year Regression Growth",1063
GrossProfitRSD%ANN,Financials,Income Statement,"Gross Profit, Ten Year Relative Standard Deviation",1063
GrossProfitRSD%TTM,Financials,Income Statement,"Gross Profit, Five Year Relative Standard Deviation",1063
GrossProfitTTM,Financials,Income Statement,"Gross Profit, Trailing 12 Months",1063
IAC%SalesA,Financials,Income Statement,"Income Available to Common, % of Annual Sales",959
IAC%SalesQ,Financials,Income Statement,"Income Available to Common, % of Quarterly Sales",959
IAC3YAvg,Financials,Income Statement,"Income Available to Common, Three Year Average",959
IAC5YAvg,Financials,Income Statement,"Income Available to Common, Five Year Average",959
IACA,Financials,Income Statement,"Income Available to Common, Latest Year",959
IACGr%10Y,Financials,Income Statement,"Income Available to Common, Ten Year Annualized Growth",959
IACGr%3Y,Financials,Income Statement,"Income Available to Common, Three Year Annualized Growth",959
IACGr%5Y,Financials,Income Statement,"Income Available to Common, Five Year Annualized Growth",959
IACGr%A,Financials,Income Statement,"Income Available to Common, Growth Annual",959
IACGr%PQ,Financials,Income Statement,"Income Available to Common, Q vs Previous Q Growth",959
IACGr%PQTTM,Financials,Income Statement,"Income Available to Common, Trailing Twelve Months Growth 1Q Ago",959
IACGr%PYQ,Financials,Income Statement,"Income Available to Common, Q vs 1 year ago Q Growth",959
IACGr%TTM,Financials,Income Statement,"Income Available to Common, Trailing Twelve Months Growth",959
IACPQ,Financials,Income Statement,"Income Available to Common, Previous Quarter",959
IACPSA,Financials,Income Statement,"Income Available to Common, Annual Per Share",959
IACPSQ,Financials,Income Statement,"Income Available to Common, Quarterly Per Share",959
IACPTM,Financials,Income Statement,"Income Available to Common, Previous Trailing 12 Months",959
IACPY,Financials,Income Statement,"Income Available to Common, Previous Year",959
IACPYQ,Financials,Income Statement,"Income Available to Common, Previous Quarter 1 Year Ago",959
IACQ,Financials,Income Statement,"Income Available to Common, Latest Quarter",959
IACRegEstANN,Financials,Income Statement,"Income Available to Common, Ten Year Regression Estimate",959
IACRegEstTTM,Financials,Income Statement,"Income Available to Common, Five Year Regression Estimate",959
IACRegGr%ANN,Financials,Income Statement,"Income Available to Common, Ten Year Regression Estimate",959
IACRegGr%TTM,Financials,Income Statement,"Income Available to Common, Five Year Regression Growth",959
IACRSD%ANN,Financials,Income Statement,"Income Available to Common, Ten Year Relative Standard Deviation",959
IACRSD%TTM,Financials,Income Statement,"Income Available to Common, Five Year Relative Standard Deviation",959
IACTTM,Financials,Income Statement,"Income Available to Common, Trailing 12 Months",959
IncAftTax%SalesA,Financials,Income Statement,"Income After Taxes, % of Annual Sales",962
IncAftTax%SalesQ,Financials,Income Statement,"Income After Taxes, % of Quarterly Sales",962
IncAftTax3YAvg,Financials,Income Statement,"Income After Taxes, Three Year Average",962
IncAftTax5YAvg,Financials,Income Statement,"Income After Taxes, Five Year Average",962
IncAftTaxA,Financials,Income Statement,"Income After Taxes, Latest Year",962
IncAftTaxGr%10Y,Financials,Income Statement,"Income After Taxes, Ten Year Annualized Growth",962
IncAftTaxGr%3Y,Financials,Income Statement,"Income After Taxes, Three Year Annualized Growth",962
IncAftTaxGr%5Y,Financials,Income Statement,"Income After Taxes, Five Year Annualized Growth",962
IncAftTaxGr%A,Financials,Income Statement,"Income After Taxes, Growth Annual",962
IncAftTaxGr%PQ,Financials,Income Statement,"Income After Taxes, Q vs Previous Q Growth",962
IncAftTaxGr%PQTTM,Financials,Income Statement,"Income After Taxes, Trailing Twelve Months Growth 1Q Ago",962
IncAftTaxGr%PYQ,Financials,Income Statement,"Income After Taxes, Q vs 1 year ago Q Growth",962
IncAftTaxGr%TTM,Financials,Income Statement,"Income After Taxes, Trailing Twelve Months Growth",962
IncAftTaxPQ,Financials,Income Statement,"Income After Taxes, Previous Quarter",962
IncAftTaxPSA,Financials,Income Statement,"Income After Taxes, Annual Per Share",962
IncAftTaxPSQ,Financials,Income Statement,"Income After Taxes, Quarterly Per Share",962
IncAftTaxPTM,Financials,Income Statement,"Income After Taxes, Previous Trailing 12 Months",962
