parameter_name,parameter_values,group,subgroup,short_desc
rcode,AIRWATER,RBICS Codes,Industrials,40151010 - Air and Water Transportation Operators
rcode,TRAINTRUCKGEN,RBICS Codes,Industrials,40151015 - General Transportation and Related Services
rcode,TRAINTRUCKOP,RBICS Codes,Industrials,40151020 - Road and Rail Transportation Operators
rcode,DELIVERY,RBICS Codes,Industrials,401515 - Delivery and Logistics Services
rcode,EXPRESS,RBICS Codes,Industrials,40151510 - Express Couriers
rcode,DELIVERYGEN,RBICS Codes,Industrials,40151515 - General Delivery and Logistics Providers
rcode,LOGISTICS,RBICS Codes,Industrials,40151520 - Logistics and Supply Chain Service Providers
rcode,INDLDIST,RBICS Codes,Industrials,401520 - Diversified Industrials Distribution
rcode,EQUIPDISTRIB,RBICS Codes,Industrials,40152010 - Equipment and Supplies Distributors
rcode,MATDISTRIB,RBICS Codes,Industrials,40152015 - Materials Distributors
rcode,INDLDIVDISTRIB,RBICS Codes,Industrials,40152020 - Diversified Industrial Distribution
rcode,BUILDINGMATDIST,RBICS Codes,Industrials,40152025 - Building Materials Distribution\nSince 2019-02-01; see BUILDINGMAT
rcode,FACIL,RBICS Codes,Industrials,401525 - Facilities and Construction Services
rcode,PASSENGERTRANS,RBICS Codes,Industrials,401530 - Passenger Transportation
rcode,AIRPASSENGER,RBICS Codes,Industrials,40153010 - Air Passenger Transportation
rcode,PASSENGEROTHER,RBICS Codes,Industrials,40153015 - Other Passenger Transportation
rcode,INTERMODAL,RBICS Codes,Industrials,"40151025 - Intermodal/Multimodal Services\nSince 2022-07-30, previously part of TRAINTRUCKOP"
rcode,CONTRACTINGSVCE,RBICS Codes,Industrials,40152515 - Specialty Contracting Services\nSince 2024-07-27
rcode,INFCONSTRSVCE,RBICS Codes,Industrials,40152510 - Infrastructure Construction/Contracting Services
rcode,COMPMAT,RBICS Codes,Non-Energy Materials,"45202020 - Composite Materials Manufacturing\nSince 2021-08-21, previously part of MATDIV"
rcode,MININGSTREAMING,RBICS Codes,Non-Energy Materials,45153020 - Streaming and Royalties
rcode,MATERIALS,RBICS Codes,Non-Energy Materials,45 - Non-Energy Materials
rcode,CHEM,RBICS Codes,Non-Energy Materials,"4510 - Chemical, Plastic and Rubber Materials"
rcode,CHEMCOMMOD,RBICS Codes,Non-Energy Materials,451010 - Commodity Chemicals
rcode,ORGANICCHEM,RBICS Codes,Non-Energy Materials,45101010 - Organic and Petrochemical Products
rcode,COMMODITYCHEM,RBICS Codes,Non-Energy Materials,45101015 - Other Commodity Chemical Manufacturing
rcode,CHEMMIX,RBICS Codes,Non-Energy Materials,451015 - Mixed Chemicals
rcode,CHEMSPECIAL,RBICS Codes,Non-Energy Materials,451020 - Specialty and Performance Chemicals
rcode,ADDITIVES,RBICS Codes,Non-Energy Materials,45102010 - Additives Manufacturing
rcode,ADHESIVE,RBICS Codes,Non-Energy Materials,"45102015 - Adhesive, Sealant, Coating and Paint Products"
rcode,AGROCHEM,RBICS Codes,Non-Energy Materials,45102020 - Agrochemical Products
rcode,SANITIZE,RBICS Codes,Non-Energy Materials,45102025 - Cleaning and Sanitizing Agent Products
rcode,CHEMMFROTHER,RBICS Codes,Non-Energy Materials,45102030 - Other Specialty/Performance Chemical Manufacturing
rcode,POLYMER,RBICS Codes,Non-Energy Materials,45102035 - Specialty/Performance Fibers and Polymer Products
rcode,PLASTIC,RBICS Codes,Non-Energy Materials,451025 - Plastic and Rubber Products
rcode,PLASTICOTHER,RBICS Codes,Non-Energy Materials,45102510 - Other Plastic and Rubber Products Manufacturing
rcode,PLASTICMFR,RBICS Codes,Non-Energy Materials,45102515 - Plastic Products Manufacturing
rcode,MINING,RBICS Codes,Non-Energy Materials,4515 - Mining and Mineral Products
rcode,METAL,RBICS Codes,Non-Energy Materials,451510 - Metal Products
rcode,METALPARTS,RBICS Codes,Non-Energy Materials,45151010 - Metal Parts and Component Manufacturing
rcode,METALOTHER,RBICS Codes,Non-Energy Materials,45151015 - Other Metal Product Manufacturing
rcode,METALPRIMARY,RBICS Codes,Non-Energy Materials,45151020 - Primary Metals Products
rcode,MINERAL,RBICS Codes,Non-Energy Materials,451515 - Minerals
rcode,MIXMETALMINERAL,RBICS Codes,Non-Energy Materials,451520 - Mixed Metal and Mineral Products
rcode,ORE,RBICS Codes,Non-Energy Materials,451525 - Metal Ore Mining
rcode,OREBASE,RBICS Codes,Non-Energy Materials,45152510 - Base Metal Mining
rcode,OREOTHER,RBICS Codes,Non-Energy Materials,45152515 - Other Metal Ore Mining
rcode,PRECIOUS,RBICS Codes,Non-Energy Materials,45152520 - Precious Metal Mining
rcode,MININGOTHER,RBICS Codes,Non-Energy Materials,451530 - Other Mining
rcode,OREMULTI,RBICS Codes,Non-Energy Materials,45153010 - Multi-Product Mining
rcode,ORENONMETAL,RBICS Codes,Non-Energy Materials,45153015 - Nonmetallic Mineral Mining
rcode,MATCONSTR,RBICS Codes,Non-Energy Materials,451535 - Construction Materials
rcode,ARCHITECTCOMPONENT,RBICS Codes,Non-Energy Materials,45153510 - Architectural and Infrastructure Component Makers
rcode,MATCONSTRGEN,RBICS Codes,Non-Energy Materials,45153515 - General Construction Materials Manufacturing
rcode,MATCONSTRHEAVY,RBICS Codes,Non-Energy Materials,45153520 - Heavy Building Material and Aggregate Products
rcode,MFRPROD,RBICS Codes,Non-Energy Materials,4520 - Manufactured Products
rcode,WOODPAPER,RBICS Codes,Non-Energy Materials,452010 - Forestry and Paper Products
rcode,WOOD,RBICS Codes,Non-Energy Materials,45201010 - Construction Wood Products
rcode,WOODPAPEROTHER,RBICS Codes,Non-Energy Materials,45201015 - Other Forestry and Paper Products Manufacturing
rcode,PAPER,RBICS Codes,Non-Energy Materials,45201020 - Paper and Paper Products
rcode,PACKAGING,RBICS Codes,Non-Energy Materials,452015 - Containers and Packaging
rcode,PACKAGINGMETAL,RBICS Codes,Non-Energy Materials,45201510 - Metal Packaging Products
rcode,PACKAGINGOTHER,RBICS Codes,Non-Energy Materials,45201515 - Other Containers and Packaging Products
rcode,PACKAGINGPAPER,RBICS Codes,Non-Energy Materials,45201520 - Paper Packaging Products
rcode,PACKAGINGPLASTIC,RBICS Codes,Non-Energy Materials,45201525 - Plastic Packaging Products
rcode,MATOTHER,RBICS Codes,Non-Energy Materials,452020 - Other Materials
rcode,TEXTILE,RBICS Codes,Non-Energy Materials,45202010 - Textile Products
rcode,MATDIV,RBICS Codes,Non-Energy Materials,45202015 - Diversified Materials
rcode,TECH,RBICS Codes,Technology,55 - Technology
rcode,ELECTRONIC,RBICS Codes,Technology,5510 - Electronic Components and Manufacturing
rcode,COMPONENTS,RBICS Codes,Technology,551010 - Electronic Components
rcode,COMPONENTINTERCONNECT,RBICS Codes,Technology,55101010 - Interconnect Electronic Components
rcode,COMPONENTMODULE,RBICS Codes,Technology,55101015 - Module and Subassembly Components
rcode,COMPONENTOPTOELECTRONIC,RBICS Codes,Technology,55101020 - Optoelectronics Electronic Components
rcode,COMPONENTPASSIVE,RBICS Codes,Technology,55101025 - Passive Electronic Components
rcode,COMPONENTDIV,RBICS Codes,Technology,55101030 - Diversified Electronic Components
rcode,ELECTRONICEQUIP,RBICS Codes,Technology,551015 - Manufacturing Equipment and Services
rcode,CONTRACTELECMFR,RBICS Codes,Technology,55101510 - Contract Electronic Manufacturing
rcode,ELECTRONICEQUIPDIV,RBICS Codes,Technology,55101515 - Diversified Electronic Manufacturing and Services
rcode,INTERCONNECTMFR,RBICS Codes,Technology,55101520 - Interconnect Fabrication
rcode,SEMIMFR,RBICS Codes,Technology,551020 - Semiconductor Manufacturing
rcode,SEMIANALOG,RBICS Codes,Technology,55102010 - Analog and Mixed Signal Semiconductors
rcode,SEMIDISCRETE,RBICS Codes,Technology,55102015 - Discrete Semiconductors
rcode,SEMIGEN,RBICS Codes,Technology,55102020 - General Semiconductors
rcode,SEMIMEMORY,RBICS Codes,Technology,55102025 - Memory Semiconductors
rcode,SEMIPROCESSOR,RBICS Codes,Technology,55102030 - Processor Semiconductors
rcode,SEMIASIC,RBICS Codes,Technology,55102035 - Programmable Logic and ASIC Semiconductors
rcode,SEMISPECIAL,RBICS Codes,Technology,55102040 - Specialized Semiconductors
rcode,ELECTRONICMFR,RBICS Codes,Technology,551025 - Electronic Equipment Manufacturing
rcode,SEMIEQUIPSVCE,RBICS Codes,Technology,551030 - Semiconductor Equipment and Services
rcode,SEMIMFREQUIP,RBICS Codes,Technology,55103010 - Semiconductor Manufacturing Capital Equipment
rcode,SEMIMFRSVCE,RBICS Codes,Technology,55103015 - Semiconductor Manufacturing Services
rcode,HW,RBICS Codes,Technology,5515 - Hardware
rcode,COMMERCIALELECTRONICS,RBICS Codes,Technology,551510 - Commercial Electronics
rcode,COMMERCEEQUIP,RBICS Codes,Technology,55151010 - Commerce Equipment
rcode,SECURITYEQUIP,RBICS Codes,Technology,55151015 - Electronic Security Equipment
rcode,FINELECTRONICS,RBICS Codes,Technology,55151020 - Finance/Banking Industry Electronics Production
rcode,MEDIAELECTRONICS,RBICS Codes,Technology,55151025 - Media Industry Electronics Manufacturing
rcode,OFFICEEQUIP,RBICS Codes,Technology,55151030 - Office Equipment Products
rcode,COMMERCIALELECTRONICSMFR,RBICS Codes,Technology,55151035 - Other Commercial Electronics Manufacturing
rcode,PRINTINGELECTRONICS,RBICS Codes,Technology,55151040 - Printing/Publishing Industry Electronics Makers
rcode,MEASURE,RBICS Codes,Technology,55151045 - Test and Measurement Equipment
rcode,COMMEQUIP,RBICS Codes,Technology,551515 - Communications Equipment
rcode,BIZCOMM,RBICS Codes,Technology,55151510 - Business Communications Equipment
rcode,CABLEEQUIP,RBICS Codes,Technology,55151515 - Cable Equipment
rcode,LANEQUIP,RBICS Codes,Technology,55151520 - Local Area Networking Equipment
rcode,COMMEQUIPOTHER,RBICS Codes,Technology,55151525 - Other Communications Equipment
rcode,SATELLITEEQUIP,RBICS Codes,Technology,55151530 - Satellite Equipment
rcode,WANEQUIP,RBICS Codes,Technology,55151535 - Wide Area Networking Equipment
rcode,WIRELESSINFEQUIP,RBICS Codes,Technology,55151540 - Wireless Core Infrastructure Equipment
rcode,WIRELESSMOBILEEQUIP,RBICS Codes,Technology,55151545 - Wireless Mobile Equipment
rcode,COMPUTER,RBICS Codes,Technology,551520 - Computer Hardware and Storage
rcode,PERIPHERALS,RBICS Codes,Technology,55152010 - Computer Peripherals
rcode,COMPUTERSYSTEMS,RBICS Codes,Technology,55152015 - Computer Systems
rcode,DATASTORAGEHW,RBICS Codes,Technology,55152020 - Data Storage Hardware
rcode,COMPUTERGEN,RBICS Codes,Technology,55152025 - General Computer Hardware
rcode,HWCOMPONENTS,RBICS Codes,Technology,55152030 - Hardware Components
rcode,CONSUMERELECTRONICS,RBICS Codes,Technology,551525 - Consumer Electronics
rcode,AUDIOMFR,RBICS Codes,Technology,55152510 - Audio Electronics Manufacturing
rcode,AUTOELECTRONICSMFR,RBICS Codes,Technology,55152515 - Automotive and Marine Electronics Manufacturing
rcode,CONSUMERELECTRONICSACCESS,RBICS Codes,Technology,55152520 - Consumer Electronics Accessories Manufacturing
rcode,VIDEOEQUIP,RBICS Codes,Technology,55152525 - Consumer Video Electronics Equipment
rcode,GAMING,RBICS Codes,Technology,55152530 - Electronic Gaming/Entertainment Electronics Makers
rcode,CONSUMERELECTRONICSGEN,RBICS Codes,Technology,55152535 - General Consumer Electronics Manufacturing
rcode,PHOTO,RBICS Codes,Technology,55152540 - Photography Equipment
rcode,VIRTUALREALITY,RBICS Codes,Technology,55152545 - Virtual Reality Equipment\nSince 2018-02-02
rcode,WEARABLETECH,RBICS Codes,Technology,55152550 - Wearable Technology\nSince 2018-02-02
rcode,TECHDISTRIB,RBICS Codes,Technology,551530 - Information Technology Distribution
rcode,HWDISTRIB,RBICS Codes,Technology,55153010 - IT Hardware Distributors
rcode,TECHDISTRIBOTHER,RBICS Codes,Technology,55153015 - Other IT Distributors
rcode,SOFTWDISTRIB.XX1,RBICS Codes,Technology,"55153020 - Software Distributors\nDiscontinued 2022-07-30, replaced by SOFTWDISTRIB"
rcode,SOFTWTECH,RBICS Codes,Technology,5520 - Software and Consulting
rcode,INTERNET,RBICS Codes,Technology,552010 - Internet and Data Services
rcode,CONSUMERDATA,RBICS Codes,Technology,55201010 - Consumer Data and Services
rcode,INTERNETMEDIA,RBICS Codes,Technology,55201015 - Diversified Electronic Media Services
rcode,INTERNETHOSTING,RBICS Codes,Technology,55201020 - Internet Hosting Services
rcode,TECHSUPPORT,RBICS Codes,Technology,55201025 - Internet Support Services
rcode,PRODATA,RBICS Codes,Technology,55201030 - Professional Data and Services
rcode,WEBDATA,RBICS Codes,Technology,55201035 - Web-Based Data and Services
rcode,SOFTW,RBICS Codes,Technology,552015 - Software
rcode,SOFTWDESIGN,RBICS Codes,Technology,55201510 - Design and Engineering Software
rcode,SOFTWENTERPRISE,RBICS Codes,Technology,55201515 - Enterprise Management Software
rcode,SOFTWGAMES,RBICS Codes,Technology,55201520 - Games Software
rcode,SOFTWHOMEOFFICE,RBICS Codes,Technology,55201525 - Home and Office Software
rcode,SOFTWINDSPECIFIC,RBICS Codes,Technology,55201530 - Industry-Specific Software
rcode,SOFTWINF,RBICS Codes,Technology,55201535 - IT Infrastructure Software
rcode,SOFTWGEN,RBICS Codes,Technology,55201540 - General and Mixed-Type Software
rcode,TECHCONSULTSVCE,RBICS Codes,Technology,552020 - Technology Consulting Services
rcode,TECHCONSULTGEN,RBICS Codes,Technology,55202010 - General Enterprise and Technology Consulting
rcode,TECHINDSPECIFIC,RBICS Codes,Technology,55202015 - Industry-Specific IT Services
rcode,TECHCONSULT,RBICS Codes,Technology,55202020 - Information Technology Consulting
rcode,TECHCONSULTNETW,RBICS Codes,Technology,55202025 - Infrastructure and Network Consulting Services
rcode,SOFTWDISTRIB,RBICS Codes,Technology,"552025 - Software Distribution\nSince 2022-07-30, previously SOFTWDISTRIB.XX1"
rcode,TELECOMAMEREXUS,RBICS Codes,Telecommunications,"60101050 - Pan-Americas Mixed Telecommunications Services\nSince 2021-08-21, previously part of TELECOMINTL, WIRELESS, and WIRELINE"
rcode,TELECOMASIA,RBICS Codes,Telecommunications,"60101055 - Pan-Asia/Pacific Mixed Telecommunications Services\nSince 2021-08-21, previously part of TELECOMINTL, WIRELESS, and WIRELINE"
rcode,TELECOMEUROPE,RBICS Codes,Telecommunications,"60101060 - Pan-Europe Mixed Telecommunications Services\nSince 2021-08-21, previously part of TELECOMINTL, WIRELESS, and WIRELINE"
rcode,TELECOMMIDEAST,RBICS Codes,Telecommunications,"60101065 - Middle East and Africa Mixed Telecom Services\nSince 2021-08-21, previously part of TELECOMINTL, WIRELESS, and WIRELINE"
rcode,TELECOMSS,RBICS Codes,Telecommunications,6010 - Telecommunications
rcode,TELECOMGEN,RBICS Codes,Telecommunications,601010 - General Telecommunications Services
rcode,TELECOM,RBICS Codes,Telecommunications,60 - Telecommunications
rcode,TELECOMOTHER,RBICS Codes,Telecommunications,601010 - General Telecommunications Services
rcode,TELECOMINTL,RBICS Codes,Telecommunications,60101010 - Mixed International Telecommunications Services
rcode,SATELLITESVCE,RBICS Codes,Telecommunications,60101015 - Diversified Satellite Services
rcode,SATELLITEINTL,RBICS Codes,Telecommunications,60101020 - International Satellite Services
rcode,TELECOMUSOTHER,RBICS Codes,Telecommunications,60101025 - Other United States Telecommunications Services
rcode,TELECOMCARRIER,RBICS Codes,Telecommunications,60101030 - Telecommunications Carrier Services
rcode,TELECOMSOFTW,RBICS Codes,Telecommunications,60101035 - Telecommunications Industry Software
rcode,TELECOMSOFTWSVCE,RBICS Codes,Telecommunications,60101040 - Telecommunications Industry Software and Services
rcode,SATELLITEUS,RBICS Codes,Telecommunications,60101045 - United States Satellite Services
rcode,TELECOMWIRE,RBICS Codes,Telecommunications,601015 - Wireless and Wireline Telecommunications Services
rcode,WIRELESS,RBICS Codes,Telecommunications,60101510 - Wireless Services
rcode,WIRELINE,RBICS Codes,Telecommunications,60101515 - Wireline Services
rcode,UTIL,RBICS Codes,Utilities,65 - Utilities
rcode,ENERGYUTIL,RBICS Codes,Utilities,651010 - Energy Utilities
rcode,UTILELEC,RBICS Codes,Utilities,65101010 - Electric Utilities
rcode,GAS,RBICS Codes,Utilities,65101015 - Natural Gas Utilities
rcode,UTILELECGAS,RBICS Codes,Utilities,65101020 - Other Electric and Natural Gas Utilities
rcode,POWER.XX1,RBICS Codes,Utilities,"65101025 - Wholesale Power Generation and Marketing\nDiscontinued 2018-02-02, replaced by POWERMULTINAT, POWERUS, POWERAMEREXUS, POWERASIA, and POWERINTLOTHER"
rcode,POWERMULTINAT,RBICS Codes,Utilities,"65101030 - Multinational Wholesale Power\nSince 2018-02-02, previously part of POWER.XX1"
rcode,POWERUS,RBICS Codes,Utilities,"65101035 - United States Wholesale Power\nSince 2018-02-02, previously part of POWER.XX1"
rcode,POWERAMEREXUS,RBICS Codes,Utilities,"65101040 - Americas Wholesale Power\nSince 2018-02-02, previously part of POWER.XX1"
rcode,POWERASIA,RBICS Codes,Utilities,"65101045 - Asia/Pacific Wholesale Power\nSince 2018-02-02, previously part of POWER.XX1"
rcode,POWERINTLOTHER,RBICS Codes,Utilities,"65101050 - Other International Wholesale Power\nSince 2018-02-02, previously part of POWER.XX1"
rcode,WATER,RBICS Codes,Utilities,651015 - Water Utilities
rcode,WATERINTL,RBICS Codes,Utilities,65101510 - International Water Utilities
rcode,WATERUS,RBICS Codes,Utilities,65101515 - United States Water Utilities
rcode,WATERMULTINAT,RBICS Codes,Utilities,65101520 - Multi-National Water Utilities
rcode,UTILSS,RBICS Codes,Utilities,6510 - Utilities
rcode,XMSNUS,RBICS Codes,Utilities,"65101055 - United States Transmission, Distribution, and Storage\nSince 2021-08-21, previously part of FACIL"
rcode,XMSNMULTINAT,RBICS Codes,Utilities,"65101060 - Multinational Transmission, Distribution, and Storage\nSince 2021-08-21, previously part of FACIL, UTILELEC, POWERAMEREXUS, POWERASIA, and POWERINTLOTHER"
series,$SPALL,Time Series IDs,Index Tickers - Major,S&P 1500 Super Composite
series,$MID,Time Series IDs,Index Tickers - Major,S&P 400 Mid
series,$RUA,Time Series IDs,Index Tickers - Major,Russell3000
series,$RUI,Time Series IDs,Index Tickers - Major,Russell1000
series,$RUT,Time Series IDs,Index Tickers - Major,Russell2000
series,$SML,Time Series IDs,Index Tickers - Major,S&P 600 Small
series,$SP500,Time Series IDs,Index Tickers - Major,S&P 500
series,$SP500EQ,Time Series IDs,Index Tickers - Major,S&P 500 EQUAL WEIGHT
series,$SP500PG,Time Series IDs,Index Tickers - Specialty,S&P 500 Pure Growth
series,$SP500PV,Time Series IDs,Index Tickers - Specialty,S&P 500 Pure Value
series,$SMLPG,Time Series IDs,Index Tickers - Specialty,S&P 600 Pure Growth
series,$SMLPV,Time Series IDs,Index Tickers - Specialty,S&P 600 Pure Value
series,$MIDPG,Time Series IDs,Index Tickers - Specialty,S&P 400 Pure Growth
series,$MIDPV,Time Series IDs,Index Tickers - Specialty,S&P 400 Pure Value
series,$NASDAQ,Time Series IDs,Index Tickers - Specialty,Nasdaq
series,$NASDAQ100,Time Series IDs,Index Tickers - Specialty,Nasdaq 100
series,$DJIA,Time Series IDs,Index Tickers - Specialty,Dow Jones
series,$SPALLCND,Time Series IDs,Index Tickers - Specialty,SP1500 Consumer Discretion
series,$SPALLCNS,Time Series IDs,Index Tickers - Specialty,SP1500 Consumer Staples
series,$SPALLENG,Time Series IDs,Index Tickers - Specialty,SP1500 Energy
series,$SPALLEUT,Time Series IDs,Index Tickers - Specialty,SP1500 Elec Utilities
series,$SPALLFIN,Time Series IDs,Index Tickers - Specialty,SP1500 Financials
series,$SPALLGLD,Time Series IDs,Index Tickers - Specialty,SP1500 Gold
series,$SPALLHEA,Time Series IDs,Index Tickers - Specialty,SP1500 Health Care
series,$SPALLHEQ,Time Series IDs,Index Tickers - Specialty,SP1500 Hlth Care Eq&Srvc
series,$SPALLIND,Time Series IDs,Index Tickers - Specialty,SP1500 Industrials
series,$SPALLINT,Time Series IDs,Index Tickers - Specialty,SP1500 Information Tech
series,$SPALLMAT,Time Series IDs,Index Tickers - Specialty,SP1500 Materials
series,$SPALLPBL,Time Series IDs,Index Tickers - Specialty,SP1500 Pharma Biotech Life
series,$SPALLPG,Time Series IDs,Index Tickers - Specialty,S&P 1500 Pure Growth
series,$SPALLPV,Time Series IDs,Index Tickers - Specialty,S&P 1500 Pure Value
series,$SPALLTCM,Time Series IDs,Index Tickers - Specialty,SP1500 Telecom Services
series,$SPALLUTL,Time Series IDs,Index Tickers - Specialty,SP1500 Utilities
series,$VIX,Time Series IDs,Index Tickers - Specialty,CBOE Volatility Index
series,#TNX,Time Series IDs,Misc IDs,10Y Treasury Note coupon payment on $1000 bond (updated daily).  To get the yield divide by 10. Ex. $25 payment on a $1000 bond represents 2.5% yield.
series,#Bench,Time Series IDs,Misc IDs,Current benchmark closing prices (daily)
series,#Equity,Time Series IDs,Misc IDs,The Portfolio/Sim total value (daily)
series,#High,Time Series IDs,Price IDs,Stock high prices (daily)
series,#Close,Time Series IDs,Price IDs,Stock closing prices (daily)
series,#Low,Time Series IDs,Price IDs,Stock low prices (daily)
series,#Open,Time Series IDs,Price IDs,Stock opening prices (daily)
series,#SPRPBlend,Time Series IDs,S&P 500 IDs,SP500 Risk Premium (weekly)
series,#SPYieldBlend,Time Series IDs,S&P 500 IDs,SP500 Yield (weekly) based on the time weighted analysts estimates of CurrY and NextY
series,#SPEPSCNY,Time Series IDs,S&P 500 IDs,SP500 EPS Blend Y (weekly)  based on the time weighted analysts estimates of CurrY and NextY
series,#SPEPSQ,Time Series IDs,S&P 500 IDs,SP500 EPS Blend Q (weekly)
series,#SPEPSTTM,Time Series IDs,S&P 500 IDs,SP500 EPS Trailing 12 months (weekly)
