function_name,group,subgroup,english,item_type,short_desc,params,time_code,doc_id
InstitutionalShsBought,Fundamentals,Insider & Institutional,Institutional Functions,FUNC,The number of shares of the company purchased by investors during the period (in millions),period_offset,,1328
InstitutionalShsHeld,Fundamentals,Insider & Institutional,Institutional Functions,FUNC,The number of shares of the company held by investors at the end of the period (in millions),period_offset,,1328
InstitutionalShsNet,Fundamentals,Insider & Institutional,Institutional Functions,FUNC,The net number of shares of the company transacted by investors during the period (in millions),period_offset,,1328
InstitutionalShsSold,Fundamentals,Insider & Institutional,Institutional Functions,FUNC,The number of shares of the company sold by investors during the period (in millions),period_offset,,1328
ActualInterimDays,Fundamentals,Latest Filings,Actual Interim Days,FUNC,"Days in the filing period for the given interim offset. Usually 91 or 92 for quarterly, 182 or 183 for semiannual.",offset,Quarter,1400
InterimMonths,Fundamentals,Latest Filings,Interim Months,FUNC,"Months in the filing period for the given interim offset (the offset parameter is the number of interim periods you want to look back). Always returns either 3 or 6: 3 for stocks that report quarterly, 6 for those that report semiannually. This function will always return 3 for Compustat interims.",offset,Quarter,0
Ticker,Fundamentals,Listing Related,Ticker,FUNC,"Returns 1(TRUE) if the ticker is in the list, 0 (FALSE) otherwise. Use commas or spaces to separate your list. You can also use wildcards * to match any string or ? for any character","ticker1,ticker2...",,0
FIGI,Fundamentals,Listing Related,FIGI,FUNC,"Returns 1(TRUE) if the FIGI is in the list, 0 (FALSE) otherwise. This searches the global share class level FIGIs. To add FIGIs to the screen report visit Screen Reports.","figi1,figi2...",,0
RBICS,Industry & Sector,Classification,Revere Industry Classification (RBICS),FUNC,"Evaluates to TRUE if any combination of RBICS Sector, Sub-sector, Industry, and Sub-industry matches.\n\nFor example, RBICS(25, 401515) returns stocks in *either* Sector ENERGY or Industry DELIVERY. You can also use our mnemonics: RBICS(ENERGY, DELIVERY)","rcode,rcode,rcode,...",,1337
Universe,Misc,Group,Universe filter,FUNC,"Returns 1 if the stock is in the universe, 0 otherwise. Ex: to only buy S&P 500 stocks enter the following Buy rule:\n\nUniverse(SP500)\n\nTo see all universes click on 'Full Description'",uname,,1227
InList,Misc,Group,Stock is in Custom List,FUNC,"Returns 1 if the stock is in your custom list, 0 otherwise. To enter a custom list go to TOOLS->Lists->Custom. Ex: to only buy stocks in your list ""MyList"" enter the following Buy rule:\n\nInList(""MyList"")",MyListName,,1173
CoName,Misc,Group,Company Name,FUNC,"Returns 1(TRUE) if the company name is in the list, 0 (FALSE) otherwise. You can also use wildcards * to match any string or ? for any character",name,,0
Bound,Misc,Math,Constrains to a max and/or a min,FUNC,Constrains a value to a maximum or a minimum. When returnNA is set to TRUE the function returns NA if expression exceeds the minimum or maximum.,"expression, min, max [, returnNA]",,0
%,Misc,Math,Calculate Percent Growth,FUNC,Calculates percent as 100 * ( (a - b) / abs(b)  -1),"a , b",,0
Trunc,Misc,Math,Truncate number,FUNC,Rounds val toward zero,val,,0
IsNeg,Misc,Math,Replace Negative Number,FUNC,"Returns the value of expr1 if it's not negative, otherwise it returns expr2","expr1,expr2",,0
IsNegOrNA,Misc,Math,Replace Negative or NA Number,FUNC,"Returns the value of expr1 if it's not negative and not NA, otherwise it returns expr2","expr1,expr2",,0
IsZero,Misc,Math,Replace Zero Number,FUNC,"Returns the value of expr1 if it's not zero, otherwise it returns expr2","expr1,expr2",,0
Gr%,Misc,Math,Growth Rate Annualized,FUNC,"Calculates the annual growth rate as 100 * (pow(1 + (a - b) / abs(b), 1/years) -1). When years is 1 or unspecified, calculates growth rate as 100 * ((a - b) / abs(b)).","a , b [,years]",,0
LN,Misc,Math,Natural Log,FUNC,Returns the natural log of val,val,,0
Log10,Misc,Math,Base 10 log,FUNC,Returns the base-10 log of val,val,,0
IsNA,Misc,Math,Replace NA Number (Not Available),FUNC,"Returns the value of expr1 if it's not NA, otherwise it returns expr2","expr1,expr2",,0
Abs,Misc,Math,Absolute value,FUNC,Evaluates to the absolute value of expr,expr,,0
UBound,Misc,Math,Constrains to a max and/or a min,FUNC,Constrains a value to a maximum. When returnNA is set to TRUE the function returns NA if expression exceeds the maximum.,"expression, max [, returnNA]",,0
LBound,Misc,Math,Constrains to a max and/or a min,FUNC,Constrains a value to a minimum. When returnNA is set to TRUE the function returns NA if expression exceeds the minimum.,"expression, min [, returnNA]",,0
Pow,Misc,Math,Power,FUNC,Returns a number raised to a power,"number , power",,0
Negate,Misc,Math,Negate,FUNC,Changes the sign of the expression.\n\nEx:\tNegate(5) = -5,expr,,0
Mod,Misc,Math,Modulus Operator,FUNC,Modulus operation that returns the remainder of val/modulo,"val,modulo",,0
LinRegVals,Misc,Regression,Linear Regressions of Values,FUNC,Operates a regression on a set of Y values.,"y0, y1, ..., y50",,1407
LinRegXYVals,Misc,Regression,Linear Regression of XY Values,FUNC,Operates a regression on a set of XY values.,"x0, y0, x0, y1, ..., x50, y50",,1407
RegGr%,Misc,Regression Stats,Regression Growth,FUNC,Returns the growth for a previously computed time series regression. The period parameter can be used to annualize the growth,[period=1],,1407
EstimateY,Misc,Regression Stats,Regression Estimate,FUNC,Returns the Y estimate for a previously computed regression. Note that offset depends on the regression. Please see the Full Description,offset,,1407
EstimateXY,Misc,Regression Stats,Regression Estimate,FUNC,Returns the Y estimate for a previously computed XY regression.,X,,1407
SurpriseY,Misc,Regression Stats,Regression Surprise,FUNC,Returns the surprise of the estimated Y vs actual for a previously computed regression. Note that offset depends on the regression. Please see the Full Description,offset,,1407
Median,Misc,Set,Median of a set of values,FUNC,Returns the median value in list. Up to 20 parameters are allowed and NAs are discarded,"x1,x2[,..,x20]",,0
Min,Misc,Set,Calculate the max/min in a set,FUNC,Returns the smallest value in list. Up to 20 parameters are allowed and NAs are discarded,"x1,x2[,..,x20]",,0
Max,Misc,Set,Calculate the max/min in a set,FUNC,Returns the largest value in list. Up to 20 parameters are allowed and NAs are discarded,"x1,x2[,..,x20]",,0
Lower,Misc,Set,Count higher/lower values in a set,FUNC,"Returns the number of times xi < xi+1. For example to find companies that price dropped at least 2 out of 3 days in a row enter:\n\nLower(Close(0),Close(1),Close(2),Close(3))>=2","x1,x2[,..,x20]",,0
StdDev,Misc,Set,Standard deviation of a set of values,FUNC,Returns the Standard Deviation of the parameters.,"x1,x2[,..,x20]",,1210
RelStdDev,Misc,Set,Standard deviation of a set of values,FUNC,Returns the Relative Standard Deviation (SD divided by the mean) of the parameters.,"x1,x2[,..,x20]",,1210
Avg,Misc,Set,Average of a set of values,FUNC,Returns the average value in list. Up to 20 parameters are allowed and NAs are discarded,"x1,x2[,..,x20]",,0
Higher,Misc,Set,Count higher/lower values in a set,FUNC,"Returns the number of times xi > xi+1. For example to find companies that price increased at least 2 out of 3 days enter:\n\nHigher(Close(0),Close(1),Close(2),Close(3))>=2","x1,x2[,..,x20]",,0
InSet,Misc,Set,Check if an expression is in a set,FUNC,"Returns TRUE (1) if 'expression' is found in the list of parameters. For example, to screen for stocks in one of three industries you can write:\n\nInSet(Industry,ADVERT,CASINO,HOTELS)","expression,x1[,..x20]]",,0
Eval,Misc,Utility,Evaluate condition and return one of two values,FUNC,"Executes expr1 if the condition evaluates to non-zero, or expr2 otherwise. See Full Description for examples of the many uses of Eval()","condition,expr1,expr2",,1251
BarsSince,Misc,Utility,Date,FUNC,Returns the number of bars since the given date. Date is a number in this format YYYYMMDD.,date,,0
DaysDiff,Misc,Utility,Date,FUNC,Returns the number of days between the given dates. Dates are numbers in this format YYYYMMDD.,"from, to",,0
DaysSince,Misc,Utility,Date,FUNC,Returns the number of days since the given date. Date is a number in this format YYYYMMDD.,date,,0
SetVar,Misc,Utility,Set Variable,FUNC,Sets the variable @myvar to the expression and returns TRUE. You can use the variable in subsequent rules.,"@myvar, expression",,1408
Between,Misc,Utility,Between,FUNC,"Returns TRUE (1) if a is between b and c (inclusive), FALSE(0) otherwise","a,b,c",,0
MonthBars,Misc,Utility,Trading day in month,FUNC,"Returns 1 (TRUE) if the as-of date is the nth trading day of the month. Negative offsets are evaluated relative to end of month (e.g. -2 is the second-to-last trading day of the month). In multi-country regions, country code must be specified. MonthBars is intended to be used in strategies, not screens or ranking systems.","bars[, ""cid""]",,1401
Holiday,Misc,Utility,Holiday,FUNC,"Returns TRUE (1) if weekday is a holiday, FALSE (0) otherwise. Use negative values to check for upcoming holidays. (Note: It doesn't support checking future dates.)",weekday,Weekday,0
GetSeries,Misc,Utility,GetSeries,FUNC,"Use this function in functions that have a 'series' parameter. You can use any stock, ETF, index ticker, or a custom series. If you use a stock ticker, your function may stop working if the ticker changes.\n\nSee Full Description for the list of index tickers and examples.",ticker/series,,1194
SGA2GP,Ratios & Statistics,Efficiency,"Sales, General and Administrative Expense to Gross Profit",STMT_FACTOR_ALL,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM\n<i>NAHandling</i>: FALLBACK,KEEPNA,ZERONA","offset,type[,NAHandling]",,1404
InvTurn,Ratios & Statistics,Efficiency,Inventory Turnover,STMT_FACTOR_ALL,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM\n<i>NAHandling</i>: FALLBACK,KEEPNA,ZERONA","offset,type[,NAHandling]",,1261
IncPerEmp,Ratios & Statistics,Efficiency,Income Per Employee,STMT_FACTOR_FUNC,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM\n<i>NAHandling</i>: FALLBACK,KEEPNA,ZERONA","offset,type[,NAHandling]",,0
SalesPerEmp,Ratios & Statistics,Efficiency,Sales Per Employee,STMT_FACTOR_FUNC,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM\n<i>NAHandling</i>: FALLBACK,KEEPNA,ZERONA","offset,type[,NAHandling]",,0
RecTurn,Ratios & Statistics,Efficiency,Receivables Turnover,STMT_FACTOR_ALL,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM\n<i>NAHandling</i>: FALLBACK,KEEPNA,ZERONA","offset,type[,NAHandling]",,1263
AstTurn,Ratios & Statistics,Efficiency,Asset Turnover,STMT_FACTOR_ALL,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM\n<i>NAHandling</i>: FALLBACK,KEEPNA,ZERONA","offset,type[,NAHandling]",,1262
DbtLT2Ast,Ratios & Statistics,Financial Strength,Long Term Debt to Total Assets,STMT_FACTOR_FUNC,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM\n<i>NAHandling</i>: FALLBACK,KEEPNA,ZERONA","offset,type[,NAHandling]",,1299
DbtLT2Cap,Ratios & Statistics,Financial Strength,Long Term Debt to Total Capital,STMT_FACTOR_FUNC,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM\n<i>NAHandling</i>: FALLBACK,KEEPNA,ZERONA","offset,type[,NAHandling]",,1303
DbtLT2Eq,Ratios & Statistics,Financial Strength,Long Term Debt to Total Equity,STMT_FACTOR_FUNC,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM\n<i>NAHandling</i>: FALLBACK,KEEPNA,ZERONA","offset,type[,NAHandling]",,1301
DbtTot2Ast,Ratios & Statistics,Financial Strength,Total Debt To Total Assets,STMT_FACTOR_FUNC,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM\n<i>NAHandling</i>: FALLBACK,KEEPNA,ZERONA","offset,type[,NAHandling]",,1298
DbtTot2Cap,Ratios & Statistics,Financial Strength,Total Debt to Total Capital,STMT_FACTOR_FUNC,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM\n<i>NAHandling</i>: FALLBACK,KEEPNA,ZERONA","offset,type[,NAHandling]",,1302
DbtTot2Eq,Ratios & Statistics,Financial Strength,Total Debt to Total Equity,STMT_FACTOR_FUNC,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM\n<i>NAHandling</i>: FALLBACK,KEEPNA,ZERONA","offset,type[,NAHandling]",,1300
CurRatio,Ratios & Statistics,Financial Strength,Current Ratio,STMT_FACTOR_FUNC,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM\n<i>NAHandling</i>: FALLBACK,KEEPNA,ZERONA","offset,type[,NAHandling]",,1295
PayRatio,Ratios & Statistics,Financial Strength,Payout Ratio,STMT_FACTOR_FUNC,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM\n<i>NAHandling</i>: FALLBACK,KEEPNA,ZERONA","offset,type[,NAHandling]",,1297
QuickRatio,Ratios & Statistics,Financial Strength,Quick  Ratio,STMT_FACTOR_FUNC,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM\n<i>NAHandling</i>: FALLBACK,KEEPNA,ZERONA","offset,type[,NAHandling]",,1296
DbtS2NI,Ratios & Statistics,Financial Strength,Debt Service to Net Income,STMT_FACTOR_FUNC,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM\n<i>NAHandling</i>: FALLBACK,KEEPNA,ZERONA","offset,type[,NAHandling]",,1394
Retn%,Ratios & Statistics,Financial Strength,Retention Rate,STMT_FACTOR_FUNC,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM\n<i>NAHandling</i>: FALLBACK,KEEPNA,ZERONA","offset,type[,NAHandling]",,0
IntCov,Ratios & Statistics,Financial Strength,Interest Coverage,STMT_FACTOR_FUNC,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM\n<i>NAHandling</i>: FALLBACK,KEEPNA,ZERONA","offset,type[,NAHandling]",,1395
DepAmort2GP,Ratios & Statistics,Financial Strength,Depreciation And Amort to Gross Profit,STMT_FACTOR_ALL,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM\n<i>NAHandling</i>: FALLBACK,KEEPNA,ZERONA","offset,type[,NAHandling]",,1405
NI2CapEx,Ratios & Statistics,Financial Strength,Net Income to Cap Expenditures,STMT_FACTOR_ALL,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM\n<i>NAHandling</i>: FALLBACK,KEEPNA,ZERONA","offset,type[,NAHandling]",,1406
FCFLMgn%,Ratios & Statistics,Margins,Free Cash Flow Margin,STMT_FACTOR_FUNC,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM\n<i>NAHandling</i>: FALLBACK,KEEPNA,ZERONA","offset,type[,NAHandling]",,1291
GMgn%_GAAP,Ratios & Statistics,Margins,Gross Profit Margin GAAP,STMT_FACTOR_FUNC,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM\n<i>NAHandling</i>: FALLBACK,KEEPNA,ZERONA","offset,type[,NAHandling]",,1289
GMgn%,Ratios & Statistics,Margins,Gross Profit Margin,STMT_FACTOR_FUNC,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM\n<i>NAHandling</i>: FALLBACK,KEEPNA,ZERONA","offset,type[,NAHandling]",,1289
NetFCFLMgn%,Ratios & Statistics,Margins,Net Free Cash Flow Margin,STMT_FACTOR_FUNC,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM","offset,type",,1379
EBITDAMgn%,Ratios & Statistics,Margins,EBITDA Margin,STMT_FACTOR_FUNC,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM\n<i>NAHandling</i>: FALLBACK,KEEPNA,ZERONA","offset,type[,NAHandling]",,0
SGA2Sales%,Ratios & Statistics,Margins,"Selling,Gen,Admin to Sales %",STMT_FACTOR_FUNC,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM\n<i>NAHandling</i>: FALLBACK,KEEPNA,ZERONA","offset,type[,NAHandling]",,1292
OpMgn%,Ratios & Statistics,Margins,Operating Margin,STMT_FACTOR_FUNC,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM\n<i>NAHandling</i>: FALLBACK,KEEPNA,ZERONA","offset,type[,NAHandling]",,1290
PTMgn%,Ratios & Statistics,Margins,Pretax Margin,STMT_FACTOR_FUNC,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM\n<i>NAHandling</i>: FALLBACK,KEEPNA,ZERONA","offset,type[,NAHandling]",,1287
NPMgn%,Ratios & Statistics,Margins,Net Profit Margin,STMT_FACTOR_ALL,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM\n<i>NAHandling</i>: FALLBACK,KEEPNA,ZERONA","offset,type[,NAHandling]",,1288
OpIncPS,Ratios & Statistics,Per Share Ratios,Operating Income Per Share,STMT_FACTOR_FUNC,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM\n<i>NAHandling</i>: FALLBACK,KEEPNA,ZERONA","offset,type[,NAHandling]",,1260
SalesPS,Ratios & Statistics,Per Share Ratios,Sales (Revenues) Per Share,STMT_FACTOR_FUNC,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM\n<i>NAHandling</i>: FALLBACK,KEEPNA,ZERONA","offset,type[,NAHandling]",,1256
BVPS,Ratios & Statistics,Per Share Ratios,Book Value Per Share,STMT_FACTOR_FUNC,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM\n<i>NAHandling</i>: FALLBACK,KEEPNA,ZERONA","offset,type[,NAHandling]",,0
OCFPS,Ratios & Statistics,Per Share Ratios,Operating Cashflow Per Share,STMT_FACTOR_FUNC,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM\n<i>NAHandling</i>: FALLBACK,KEEPNA,ZERONA","offset,type[,NAHandling]",,0
EBITDAPS,Ratios & Statistics,Per Share Ratios,EBITDA Per Share,STMT_FACTOR_FUNC,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM\n<i>NAHandling</i>: FALLBACK,KEEPNA,ZERONA","offset,type[,NAHandling]",,0
EPSInclXor,Ratios & Statistics,Per Share Ratios,Earnings Per Share (EPS) Incl Xor,STMT_FACTOR_FUNC,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM\n<i>NAHandling</i>: FALLBACK,KEEPNA,ZERONA","offset,type[,NAHandling]",,953
CashFlPS,Ratios & Statistics,Per Share Ratios,Cash Flow Per Share,STMT_FACTOR_FUNC,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM\n<i>NAHandling</i>: FALLBACK,KEEPNA,ZERONA","offset,type[,NAHandling]",,1259
CashPS,Ratios & Statistics,Per Share Ratios,Cash Per Share,STMT_FACTOR_FUNC,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM\n<i>NAHandling</i>: FALLBACK,KEEPNA,ZERONA","offset,type[,NAHandling]",,1257
CapExPS,Ratios & Statistics,Per Share Ratios,Capital Expenditures (CapEx) Per Share,STMT_FACTOR_FUNC,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM\n<i>NAHandling</i>: FALLBACK,KEEPNA,ZERONA","offset,type[,NAHandling]",,923
NetFCFPS,Ratios & Statistics,Per Share Ratios,Net Free Cash Flow Per Share,STMT_FACTOR_FUNC,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM","offset,type",,1380
FCFPS,Ratios & Statistics,Per Share Ratios,Free Cash Flow Per Share,STMT_FACTOR_FUNC,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM\n<i>NAHandling</i>: FALLBACK,KEEPNA,ZERONA","offset,type[,NAHandling]",,1258
EPSExclXor,Ratios & Statistics,Per Share Ratios,Earnings Per Share (EPS) Excl Xor,STMT_FACTOR_FUNC,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM\n<i>NAHandling</i>: FALLBACK,KEEPNA,ZERONA","offset,type[,NAHandling]",,954
ROA%,Ratios & Statistics,Profitability,Return on Assets,STMT_FACTOR_FUNC,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM\n<i>NAHandling</i>: FALLBACK,KEEPNA,ZERONA","offset,type[,NAHandling]",,1285
ROE%,Ratios & Statistics,Profitability,Return on Equity,STMT_FACTOR_FUNC,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM\n<i>NAHandling</i>: FALLBACK,KEEPNA,ZERONA","offset,type[,NAHandling]",,1286
ROI%,Ratios & Statistics,Profitability,Return on Investment,STMT_FACTOR_FUNC,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM\n<i>NAHandling</i>: FALLBACK,KEEPNA,ZERONA","offset,type[,NAHandling]",,1325
NAVAvg,Ratios & Statistics,Valuation,Net Asset Value (NAV),FUNC,Monthly NAV average.\n\nbars: 2-12\noffset: 0-12,"bars [,offset]",,0
NAVDiscAvg,Ratios & Statistics,Valuation,Net Asset Value (NAV) Discount,FUNC,Monthly NAV Discount average.\n\nbars: 2-12\noffset: 0-12,"bars [,offset]",,0
NAVDiscHist,Ratios & Statistics,Valuation,Net Asset Value (NAV) Discount,FUNC,Historical monthly NAV Discount.\n\noffset: 0-12,offset,,0
NAVHist,Ratios & Statistics,Valuation,Net Asset Value (NAV),FUNC,Historical monthly NAV.\n\noffset: 0-12,offset,,0
EV2EBITDA,Ratios & Statistics,Valuation,Enterprise value to EBITDA,STMT_FACTOR_VAL,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM","offset,type",,1362
EV2Sales,Ratios & Statistics,Valuation,Enterprise value to Sales,STMT_FACTOR_VAL,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM","offset,type",,1363
PEInclXor,Ratios & Statistics,Valuation,Price to Earnings (PE) Incl Xor,STMT_FACTOR_VAL,"Price to Earnings Ratio, including Extraordinary Items","offset,type",,1368
PEExclXor,Ratios & Statistics,Valuation,Price to Earnings (PE) Excl Xor,STMT_FACTOR_VAL,Price To Earnings Ratio,"offset,type",,1367
Pr2Book,Ratios & Statistics,Valuation,Price to Book Value,STMT_FACTOR_VALB,Price to Book Value,"offset,type",,1369
Pr2TanBk,Ratios & Statistics,Valuation,Price to Tangible Book Value,STMT_FACTOR_VALB,Price to Tangible Book Value,"offset,type",,1373
Pr2Sales,Ratios & Statistics,Valuation,Price to Sales,STMT_FACTOR_VAL,Price to Sales,"offset,type",,1372
Pr2CashFl,Ratios & Statistics,Valuation,Price to Cash Flow,STMT_FACTOR_VAL,Price to Cash Flow,"offset,type",,1370
Pr2FrCashFl,Ratios & Statistics,Valuation,Price to Free Cash Flow,STMT_FACTOR_VAL,Price to Free Cash Flow,"offset,type",,1371
PEInclRD,Ratios & Statistics,Valuation,Price to Earnings Incl R&D (aka Innovation PE),STMT_FACTOR_VAL,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM","offset,type",,1364
Pr2CFInclRD,Ratios & Statistics,Valuation,Price to Cash Flow Incl R&D (aka Innovation Pr2CF),STMT_FACTOR_VAL,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM","offset,type",,1365
Pr2NetFrCashFl,Ratios & Statistics,Valuation,Price to Net Free Cash Flow,STMT_FACTOR_VAL,"Function parameters (see Full Description for more):\n<i>offset</i>: 0-20 (interim) 0-10 (annual)\n<i>type</i>: QTR,ANN,TTM","offset,type",,1366
MaxCorrel,Strategy,Diversification,Maximum Position Correlation,FUNC,Calculates the maximum correlation coefficient of the stock being evaluated vs. the current holdings. You can use this to avoid buying or holding highly correlated stocks.,"period_bars,pct_bars",,1282
HoldingsCnt,Strategy,Position,Running count of holdings,FUNC,Returns a count of stocks in the list that are current holdings,MyListName,,0
PctAvgDailyTot,Strategy,Position,Trade amount as % of liquidity,FUNC,Returns the % of the liquidity for the trade. See Full Description for examples,"bars[,offset]",,1323
LastSellDaysLT,Strategy,Position,Recently sold,FUNC,"LastSellDaysLT(days): Returns TRUE or 1 if the stock was sold within the last no. of days, otherwise it returns FALSE or 0 (LT stands for Less Than).\n\nEx: to avoid buying a stock that was sold within the last 30 days, enter the following Buy rule:\n\nLastSellDaysLT(30)=FALSE",days,,0
ChaikinAD,Technical,Accumulation,Chaikin Accumulation Distribution,FUNC,The Chaikin Accumulation Distribution Indicator is a measure of the money flowing into and out of a stock over the period\n\nSee Full Description for usage and examples,"period [, offset]",,799
ChaikinMFP,Technical,Accumulation,Chaikin Money Flow,FUNC,This indicator calculates the percentage of days in the previous lookback window that the ChaikinAD is > 0\n\nSee Full Description for usage and examples,"period, lookback[, offset]",,801
ChaikinTrend,Technical,Accumulation,Chaikin Trend,FUNC,The ChaikinTrend Indicator is a special purpose double smoothed exponential average,"bars [, offset, increment, series]",,1222
OBV,Technical,Accumulation,On Balance Volume (OBV),FUNC,"On Balance Volume\n\nReturns the running total of the volume for the past 100 bars. When the security closes higher than the previous close, the day's volume is added. When is closes lower than the previous close, the day's volume is subtracted. The offset can be used to determine if the OBV trending. For example to screen for stocks whose OBV is higher than 10 bars ago enter:\n\nOBV(0)>OBV(10)\n\nFor a better way to find trending OBV's see OBVSlopeN.",offset,,0
